linha_produto_x,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global,linha_key,confianca,linha_produto_y,custo_medio,custo_min,custo_max,cod_item_fuzzy,vl_medio,abc,desc_global_fuzzy,cod_item,prev_mes_rs,incerteza,prioridade,gap_custo_pct,ja_rodou_llm
PEROXIDO DE HIDROGENIO (10 VOL 100ML),PEROXIDO DE HIDROGENIO,1,['RIOQUIMICA'],111262,agua oxigenada 10 vol 100ml,0.62,111262,agua oxigenada 10 vol 100ml,0.61,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,87173,"hidroxido ferrico, sacarato de 20 mg/ml sol inj amp 5 ml",0.2671808022070543,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9160022735595704,0.6546366151533249,0.9160022735595704,0.2568074457338098,spacy,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,PEROXIDO DE HIDROGENIO (10 VOL 100ML),revisar,PEROXIDO DE HIDROGENIO (10 VOL 100ML),1.65,1.65,1.65,104604,19.58,C,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,104604,55.0198,0.38,21.0,-91.6,False
CLORTALIDONA (50MG COMPRIMIDO),CLORTALIDONA,1,['EMS'],87273,trazodona 50 mg com rev,0.73,86964,metadona 5 mg com,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,92914,primidona 100 mg com,0.2148234505473986,86900,lamotrigina 50 mg com,0.9854063391685486,0.6840459579431893,0.9854063391685486,0.2945252133886726,spacy,86900,lamotrigina 50 mg com,CLORTALIDONA (50MG COMPRIMIDO),revisar,CLORTALIDONA (50MG COMPRIMIDO),0.176667,0.176667,0.176667,86900,0.27,C,lamotrigina 50 mg com,86900,73.60200000000002,0.27,20.0,-34.6,False
"CLORIDRATO DE FINGOLIMODE SOLIDO (0,5MG CAP)",CLORIDRATO DE FINGOLIMODE,1,['EMS'],111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.63,83664,cloreto de sodio 20% (200 mg/ml) sol inj amp 10 ml,0.61,92737,indicador de limpeza atp,0.86,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.2048866612131898,86742,"dutasterida 0,5 mg cap mole",0.9338721632957458,0.6477517649017871,0.9338721632957458,0.2849491255710675,spacy,86742,"dutasterida 0,5 mg cap mole","CLORIDRATO DE FINGOLIMODE SOLIDO (0,5MG CAP)",revisar,"CLORIDRATO DE FINGOLIMODE SOLIDO (0,5MG CAP)",141.705357,141.705357,141.705357,86742,5.43,C,"dutasterida 0,5 mg cap mole",86742,53.214,0.37,20.0,2509.7,False
CARBOPLATINA (10MG/ML SOL INJ IV 45ML),CARBOPLATINA,3,"['BLAU', 'CAMBER', 'EUROFARMA ONCO']",86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.74,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.71,87109,guselcumabe 100 mg sol inj ser+can preenc 1 ml tremfya,0.86,84936,carbofor ,0.1837639299246405,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.9720394015312196,0.693160666291172,0.9720394015312196,0.3031382661445153,spacy,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,CARBOPLATINA (10MG/ML SOL INJ IV 45ML),revisar,CARBOPLATINA (10MG/ML SOL INJ IV 45ML),203.0,195.0,214.0,86732,4.21,C,dopamina 5 mg/ml sol inj iv amp 10 ml,86732,70.72800000000001,0.26,18.0,4721.9,False
CALCITRAN D3 400UI CP,CITRATO MALATO DE CALCIO + COLECALCIFEROL,1,['FQM'],106817,capecitabina 500 mg com rev,0.54,106817,capecitabina 500 mg com rev,0.54,86661,colecalciferol 1.000 ui cap mole,0.6,86556,"calcitriol 0,25 mcg cap gel mole",0.3061304827984872,87706,sonda gastrica tipo fouchet c/ conector nº 32,0.4437633752822876,0.485978771616155,0.6,0.115070601624208,fuzz_wratio,86661,colecalciferol 1.000 ui cap mole,CALCITRAN D3 400UI CP,revisar,CALCITRAN D3 400UI CP,1.037167,1.037167,1.037167,86661,0.29,C,colecalciferol 1.000 ui cap mole,86661,38.309,0.46,18.0,257.6,False
PROPILTIOURACILA (100MG COMPRIMIDO VER),PROPILTIOURACILA,1,['BIOLAB'],86862,propatilnitrato 10 mg com,0.65,86862,propatilnitrato 10 mg com,0.58,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,92884,"trifluridina 20 mg + tipiracila 9,42 mg com rev lonsurf",0.1538936758262147,86797,ferripolimaltose 100 mg com mas,0.9302039742469788,0.6348195300146386,0.9302039742469788,0.3051571393250304,spacy,86797,ferripolimaltose 100 mg com mas,PROPILTIOURACILA (100MG COMPRIMIDO VER),revisar,PROPILTIOURACILA (100MG COMPRIMIDO VER),0.626933,0.626933,0.626933,86797,2.36,C,ferripolimaltose 100 mg com mas,86797,49.9612,0.35,17.0,-73.4,False
"ALOPURINOL (100MG COMPRIMIDO)
",ALOPURINOL,1,['SANDOZ'],87139,propranolol 10 mg com,0.73,86482,anlodipino 10 mg com,0.7,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86965,metaraminol 10 mg/ml sol inj amp 1 ml,0.1467634061692559,86467,amiodarona 100 mg com,1.0,0.6873526812338512,1.0,0.3247194771620501,spacy,86467,amiodarona 100 mg com,ALOPURINOL (100MG COMPRIMIDO),revisar,"ALOPURINOL (100MG COMPRIMIDO)
",6.74,6.74,6.74,86467,0.51,C,amiodarona 100 mg com,86467,55.794000000000004,0.27,15.0,1221.6,False
"LATANOPROSTA+MALEATO DE TIMOLOL LIQUIDO ( 50MCG+5MG/ML 2,5ML)",LATANOPROSTA+MALEATO DE TIMOLOL,1,['LEGRAND OFTA'],116877,"golimumabe 50mg/0,5ml sol inj caneta 0,5 ml simponi",0.56,116877,"golimumabe 50mg/0,5ml sol inj caneta 0,5 ml simponi",0.55,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86458,alprostadil 500 mcg/ml sol inj amp 1 ml,0.1650143946741257,87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.9746079444885254,0.6219244678325302,0.9746079444885254,0.3157689730902709,spacy,87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto","LATANOPROSTA+MALEATO DE TIMOLOL LIQUIDO ( 50MCG+5MG/ML 2,5ML)",revisar,"LATANOPROSTA+MALEATO DE TIMOLOL LIQUIDO ( 50MCG+5MG/ML 2,5ML)",11.1816,11.1816,11.1816,87380,9.28,C,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",87380,33.408,0.44,15.0,20.5,False
MELFALANA (2MG COMPRIMIDO),MELFALANA,1,['ASPEN PHARMA'],87051,"olanzapina 2,5 mg com",0.68,113040,metilcobalamina 50mg/2ml,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,92968,bio zinc kids 2mg/0.5ml 75ml,0.088102796475069,86524,biperideno 2 mg com,1.0,0.6516205592950138,1.0,0.3477122863327503,spacy,86524,biperideno 2 mg com,MELFALANA (2MG COMPRIMIDO),revisar,MELFALANA (2MG COMPRIMIDO),5.1268,5.1268,5.1268,86524,0.34,C,biperideno 2 mg com,86524,43.18,0.32,14.0,1407.9,False
CLORAMBUCILA (2MG COMPRIMIDO),CLORAMBUCILA,1,['ASPEN PHARMA'],86935,loperamida 2 mg com,0.67,86935,loperamida 2 mg com,0.62,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86633,"clomipramina, cloridrato 25 mg com rev",0.0957499566450054,86524,biperideno 2 mg com,1.0,0.6491499913290011,1.0,0.3446336816045804,spacy,86524,biperideno 2 mg com,CLORAMBUCILA (2MG COMPRIMIDO),revisar,CLORAMBUCILA (2MG COMPRIMIDO),3.63264,3.63264,3.63264,86524,0.34,C,biperideno 2 mg com,86524,43.18,0.33,14.0,968.4,False
FOSAPREPITANTO DIMEGLUMINA INJETAVEL (150MG PO),FOSAPREPITANTO DIMEGLUMINA,3,"['ACCORD', 'BERGAMO', 'DR REDDYS']",83644,agua para injetaveis sol inj amp 10 ml,0.58,83644,agua para injetaveis sol inj amp 10 ml,0.58,86954,meropenem 1 g po liof inj fa,0.86,83644,agua para injetaveis sol inj amp 10 ml,0.1371374847931637,83642,acetilcisteina 200 mg gran env,0.9591919779777528,0.6232658925541833,0.9591919779777528,0.3197475864824686,spacy,83642,acetilcisteina 200 mg gran env,FOSAPREPITANTO DIMEGLUMINA INJETAVEL (150MG PO),revisar,FOSAPREPITANTO DIMEGLUMINA INJETAVEL (150MG PO),125.39999999999999,110.0,141.2,83642,0.56,C,acetilcisteina 200 mg gran env,83642,32.2,0.42,14.0,22292.9,False
CLOZAPINA (100MG COMPRIMIDO),CLOZAPINA,1,['CRISTALIA'],87050,olanzapina 10 mg com rev,0.74,86338,ciclobenzaprina 10 mg com rev,0.67,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87051,"olanzapina 2,5 mg com",0.3507982970124849,86918,levotiroxina sodica 100 mcg com,0.9753809571266174,0.7192358508278205,0.9753809571266174,0.2366571418381462,spacy,86918,levotiroxina sodica 100 mcg com,CLOZAPINA (100MG COMPRIMIDO),revisar,CLOZAPINA (100MG COMPRIMIDO),3.8,3.8,3.8,86918,0.31,C,levotiroxina sodica 100 mcg com,86918,49.135,0.26,13.0,1125.8,False
NITAZOXANIDA SOLIDO (500MG COMPRIMIDO),NITAZOXANIDA,2,['FQM'],102397,nitrazepam 5mg com  - sonebon,0.65,102397,nitrazepam 5mg com  - sonebon,0.65,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86836,pioglitazona 30 mg com,0.1439640004886366,86419,acido aminocaproico 500 mg com,0.9610570669174194,0.6530042134812113,0.9610570669174194,0.3149935734215577,spacy,86419,acido aminocaproico 500 mg com,NITAZOXANIDA SOLIDO (500MG COMPRIMIDO),revisar,NITAZOXANIDA SOLIDO (500MG COMPRIMIDO),2.49585,2.387273,2.604427,86419,1.19,C,acido aminocaproico 500 mg com,86419,36.295,0.35,13.0,109.7,False
"BETABLOQUEADORES (160MG COMPRIMIDO) 
",CLORIDRATO DE SOTALOL,1,['SANDOZ'],87271,trazodona 100 mg com,0.61,86502,baclofeno 10 mg com,0.58,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86517,"betametasona, fosfato dissodico + betametasona, acetato 3 mg/ml + 3 mg/ml sus inj amp 1 ml",0.0937487716632019,86921,levotiroxina sodica 150 mcg com,0.973300576210022,0.6234098695746447,0.973300576210022,0.3394861986972894,spacy,86921,levotiroxina sodica 150 mcg com,BETABLOQUEADORES (160MG COMPRIMIDO),revisar,"BETABLOQUEADORES (160MG COMPRIMIDO) 
",12.6,12.6,12.6,86921,0.46,C,levotiroxina sodica 150 mcg com,86921,34.132000000000005,0.39,13.0,2639.1,False
NORFLOXACINO SOLIDO (400MG COMPRIMIDO) ,NORFLOXACINO,1,['PHARMASCIENCE '],87140,propranolol 40 mg com,0.64,86914,levofloxacino 750 mg com rev,0.6,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86626,ciprofloxacino 500 mg com rev,0.4080177082612987,86921,levotiroxina sodica 150 mcg com,0.9715375304222108,0.6959110477367019,0.9715375304222108,0.2225436426095561,spacy,86921,levotiroxina sodica 150 mcg com,NORFLOXACINO SOLIDO (400MG COMPRIMIDO),revisar,NORFLOXACINO SOLIDO (400MG COMPRIMIDO) ,0.29,0.29,0.29,86921,0.46,C,levotiroxina sodica 150 mcg com,86921,34.132000000000005,0.36,12.0,-37.0,False
PEMETREXEDE INJETAVEL (500MG PO LIOF INJ),PEMETREXEDE DISSODICO HEMIPENTAIDRATADO,3,"['BERGAMO', 'EUROFARMA ONCO', 'GLENMARK']",86955,meropenem 500 mg po liof inj fa,0.66,86955,meropenem 500 mg po liof inj fa,0.63,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,83644,agua para injetaveis sol inj amp 10 ml,0.2056982165087229,83642,acetilcisteina 200 mg gran env,0.9584313035011292,0.6628259040019704,0.9584313035011292,0.289961818488916,spacy,83642,acetilcisteina 200 mg gran env,PEMETREXEDE INJETAVEL (500MG PO LIOF INJ),revisar,PEMETREXEDE INJETAVEL (500MG PO LIOF INJ),236.33333333333334,150.0,360.0,83642,0.56,C,acetilcisteina 200 mg gran env,83642,32.2,0.34,11.0,42102.4,False
FLUTAMIDA (250MG COMPRIMIDO),FLUTAMIDA,1,['BLAU'],87239,tiamina 300 mg com,0.7,88220,tcm com age 250ml,0.67,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86484,apalutamida 60 mg com rev erleada,0.3798414905094165,86921,levotiroxina sodica 150 mcg com,0.9841427803039552,0.7187968541626744,0.9841427803039552,0.2280197262113683,spacy,86921,levotiroxina sodica 150 mcg com,FLUTAMIDA (250MG COMPRIMIDO),revisar,FLUTAMIDA (250MG COMPRIMIDO),4.275,4.275,4.275,86921,0.46,C,levotiroxina sodica 150 mcg com,86921,34.132000000000005,0.3,10.0,829.3,False
DEXPANTENOL (50MG/G GEL OFTALMICO 10 GRAMAS) ,DEXPANTENOL,1,['BAUSCH+LOMB'],86702,dexpantenol derma 5% bisn 20g,0.6,87174,salicilato de dietilamônio 50 mg/g + escina 10 mg/g gel bg 30g ,0.55,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,86702,dexpantenol derma 5% bisn 20g,0.4935837654857862,86710,diclofenaco dietilamônio 10 mg/g gel crem bg 60g,0.971253514289856,0.6949674559551283,0.971253514289856,0.2086621062793902,spacy,86710,diclofenaco dietilamônio 10 mg/g gel crem bg 60g,DEXPANTENOL (50MG/G GEL OFTALMICO 10 GRAMAS),revisar,DEXPANTENOL (50MG/G GEL OFTALMICO 10 GRAMAS) ,29.23,29.23,29.23,86710,5.01,C,diclofenaco dietilamônio 10 mg/g gel crem bg 60g,86710,25.049999999999997,0.4,10.0,483.4,False
TINTURA DE BENJOIN 100ML,BENJOIN,1,['RIOQUIMICA'],87687,seringa de vidro 10ml,0.62,100387,tinta nanquim 10% 6ml ,0.59,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,100387,tinta nanquim 10% 6ml ,0.1145712096042548,88152,frasco coletor de drenagem 500ml torozamm,0.956562340259552,0.6282267099727613,0.956562340259552,0.3266856582622708,spacy,88152,frasco coletor de drenagem 500ml torozamm,TINTURA DE BENJOIN 100ML,revisar,TINTURA DE BENJOIN 100ML,9.9,9.9,9.9,88152,18.71,C,frasco coletor de drenagem 500ml torozamm,88152,25.2585,0.38,10.0,-47.1,False
RIFAMICINA  (550MG COMPRIMIDO),RIFAXIMINA,1,['BIOLAB'],87239,tiamina 300 mg com,0.74,86900,lamotrigina 50 mg com,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,83676,gentamicina 40 mg/ml sol inj amp 2ml,0.2482869115432073,86921,levotiroxina sodica 150 mcg com,0.9710165858268738,0.6898606994740162,0.9710165858268738,0.2779751234376236,spacy,86921,levotiroxina sodica 150 mcg com,RIFAMICINA  (550MG COMPRIMIDO),revisar,RIFAMICINA  (550MG COMPRIMIDO),17.829996,17.829996,17.829996,86921,0.46,C,levotiroxina sodica 150 mcg com,86921,34.132000000000005,0.26,9.0,3776.1,False
AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),AZATIOPRINA,2,"['CRISTALIA', 'GERMED']",87052,olanzapina 5 mg com rev,0.72,86499,azitromicina 500 mg com rev,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,102396,nexium 20mg comprimido revestido,0.3651203361806575,86563,captopril 50 mg com,0.9829211235046388,0.7116082919370592,0.9829211235046388,0.2358044683399802,spacy,86563,captopril 50 mg com,AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),revisar,AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),1.07,0.89,1.25,86563,0.37,C,captopril 50 mg com,86563,28.046,0.28,8.0,189.2,False
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",CLORIDRATO DE ROPIVACAINA,3,"['CRISTALIA', 'HYPOFARMA', 'TEUTO']",87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.64,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.4711514958107215,86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,0.9697299599647522,0.7101762911550947,0.9697299599647522,0.201189030928559,spacy,86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",revisar,"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",10.853333333333333,5.8,15.0,86824,3.97,C,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,86824,22.629,0.36,8.0,173.4,False
MICONAZOL (20MG/G CR 28G),MICONAZOL+NITRATO DE MICONAZOL,1,['NATIVITA'],87305,voriconazol 200 mg com rev,0.65,87305,voriconazol 200 mg com rev,0.65,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",0.86,86326,cetoconazol 20 mg/g cr derm bg 30 g,0.3833472688530397,86326,cetoconazol 20 mg/g cr derm bg 30 g,0.9698795676231384,0.7026453672952357,0.9698795676231384,0.2256484784585571,spacy,86326,cetoconazol 20 mg/g cr derm bg 30 g,MICONAZOL (20MG/G CR 28G),revisar,MICONAZOL (20MG/G CR 28G),7.49,7.49,7.49,86326,6.34,C,cetoconazol 20 mg/g cr derm bg 30 g,86326,22.189999999999998,0.35,8.0,18.1,False
CICLOSPORINA (25MG CAPSULA),CICLOSPORINA,1,['GERMED'],88061,cavilon spray 28ml np,0.57,88061,cavilon spray 28ml np,0.57,86441,alectinibe 150 mg cap dura alecensa,0.86,86340,ciclobenzaprina 5 mg com rev,0.2065129737960032,87045,nortriptilina 25 mg cap dura,0.9643769264221193,0.6341779800436245,0.9643769264221193,0.2962945800636519,spacy,87045,nortriptilina 25 mg cap dura,CICLOSPORINA (25MG CAPSULA),revisar,CICLOSPORINA (25MG CAPSULA),2.3,2.3,2.3,87045,0.72,C,nortriptilina 25 mg cap dura,87045,19.368,0.43,8.0,219.4,False
MIDOSTAURINA (25MG CAP),MIDOSTAURINA,1,['DR REDDYS'],87045,nortriptilina 25 mg cap dura,0.61,86943,magnesio + vitamina b3 cap ,0.58,86441,alectinibe 150 mg cap dura alecensa,0.86,108057,exemestano 25mg com rev proexty,0.0954344149133397,87045,nortriptilina 25 mg cap dura,0.9612866640090942,0.6213442157844867,0.9612866640090942,0.3357590674529097,spacy,87045,nortriptilina 25 mg cap dura,MIDOSTAURINA (25MG CAP),revisar,MIDOSTAURINA (25MG CAP),535.714286,535.714286,535.714286,87045,0.72,C,nortriptilina 25 mg cap dura,87045,19.368,0.39,8.0,74304.8,False
"INDAPAMIDA (1,5MG COMPRIMIDO)",INDAPAMIDA,1,['SERVIER'],92914,primidona 100 mg com,0.7,87051,"olanzapina 2,5 mg com",0.59,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86935,loperamida 2 mg com,0.2255550571995498,86905,"levanlodipino 2,5 mg com",0.9599816799163818,0.6671073474231863,0.9599816799163818,0.285034578899373,spacy,86905,"levanlodipino 2,5 mg com","INDAPAMIDA (1,5MG COMPRIMIDO)",revisar,"INDAPAMIDA (1,5MG COMPRIMIDO)",0.188625,0.188625,0.188625,86905,0.72,C,"levanlodipino 2,5 mg com",86905,23.832,0.3,7.0,-73.8,False
ANTISSEPTICO TINTURA IODOPOVIDONA PVPI 1LITRO,IODOPOVIDONA,1,['RIOQUIMICA'],84230,curativo redondo antiseptico rl c/ 500 und,0.51,84230,curativo redondo antiseptico rl c/ 500 und,0.51,117114,kit com capsula desinfeccao pvpi dialise peritoneal ref: azc4226fn baxter,0.86,84230,curativo redondo antiseptico rl c/ 500 und,0.2429324295797088,84245,detergente enzimatico prolystica ultraconcetrado 5l,0.785875141620636,0.5817615142400689,0.86,0.2470746882545159,fuzz_wratio,117114,kit com capsula desinfeccao pvpi dialise peritoneal ref: azc4226fn baxter,ANTISSEPTICO TINTURA IODOPOVIDONA PVPI 1LITRO,revisar,ANTISSEPTICO TINTURA IODOPOVIDONA PVPI 1LITRO,52.5,52.5,52.5,117114,39.8,C,kit com capsula desinfeccao pvpi dialise peritoneal ref: azc4226fn baxter,117114,13.929999999999998,0.49,7.0,31.9,False
OLEO DE IMERSAO 100ML,PRODUTO PARA LABORATORIO,1,['NEWPROV'],87055,oleo mineral fr 100ml,0.76,87055,oleo mineral fr 100ml,0.76,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87055,oleo mineral fr 100ml,0.3755645164074176,88152,frasco coletor de drenagem 500ml torozamm,0.9447356462478638,0.7400600325310562,0.9447356462478638,0.2179047317788015,spacy,88152,frasco coletor de drenagem 500ml torozamm,OLEO DE IMERSAO 100ML,revisar,OLEO DE IMERSAO 100ML,12.31,12.31,12.31,88152,18.71,C,frasco coletor de drenagem 500ml torozamm,88152,25.2585,0.24,6.0,-34.2,False
"TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL (2+5)MG/ML SOL OFT FR PLAS X 2,5ML",TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL,1,['LEGRAND OFTA'],86573,carmelose 5 mg/ml sol oft fr got 5 ml,0.72,87248,"tiotropio, brometo de 2,5 mcg/dose sol inal fr 4 ml 60 doses",0.59,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,86982,"metoprolol, tartarato 1 mg/ml sol inj amp 5 ml",0.3775234962860715,86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,0.9435754418373108,0.6982197876246764,0.9435754418373108,0.2243904217726851,spacy,86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,"TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL (2+5)MG/ML SOL OFT FR PLAS X 2,5ML",revisar,"TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL (2+5)MG/ML SOL OFT FR PLAS X 2,5ML",9.318,9.318,9.318,86824,3.97,C,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,86824,22.629,0.28,6.0,134.7,False
"BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO ",BIMATOPROSTA+MALEATO DE TIMOLOL,1,['LEGRAND OFTA'],87220,systane sol oft gt 10 ml,0.59,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.58,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87193,solucao oftalmica optive 15 ml,0.287475303154718,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml",0.9815375208854676,0.659802564808037,0.9815375208854676,0.270860126353791,spacy,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml","BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO",revisar,"BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO ",8.572535,8.572535,8.572535,86684,2.25,C,"deslanosideo 0,2 mg/ml sol inj amp 2 ml",86684,14.737499999999999,0.41,6.0,281.0,False
"TIBOLONA SOLIDO (1,25MG COMPRIMIDO) ",TIBOLONA,1,['FQM'],87184,simeticona 40 mg com,0.65,83671,espironolactona 25 mg com,0.59,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86849,prednisolona 5 mg com,0.2150919173347928,83651,"bisoprolol 1,25 mg com rev",0.9623716473579408,0.6554927129385467,0.9623716473579408,0.2890805410969034,spacy,83651,"bisoprolol 1,25 mg com rev","TIBOLONA SOLIDO (1,25MG COMPRIMIDO)",revisar,"TIBOLONA SOLIDO (1,25MG COMPRIMIDO) ",0.646762,0.646762,0.646762,83651,0.24,C,"bisoprolol 1,25 mg com rev",83651,17.208,0.35,6.0,169.5,False
"TRAVOPROSTA LIQUIDO (0,04MG/ML SOL OFT 2,5 ML) OFTALMICO ",TRAVOPROSTA,3,"['EMS', 'LEGRAND OFTA']",87220,systane sol oft gt 10 ml,0.59,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.55,87396,axitinibe 5 mg com rev inlyta,0.86,87193,solucao oftalmica optive 15 ml,0.2829288923297001,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml",0.9719540476799012,0.6509765880019203,0.9719540476799012,0.2720711479940245,spacy,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml","TRAVOPROSTA LIQUIDO (0,04MG/ML SOL OFT 2,5 ML) OFTALMICO",revisar,"TRAVOPROSTA LIQUIDO (0,04MG/ML SOL OFT 2,5 ML) OFTALMICO ",10.499866666666668,10.2498,11.0,86684,2.25,C,"deslanosideo 0,2 mg/ml sol inj amp 2 ml",86684,14.737499999999999,0.41,6.0,366.7,False
"CLORMADINONA + ETINILESTRADIOL (2,00+0,03 MG COM REV)

",ACETATO DE CLORMADINONA+ETINILESTRADIOL,2,['FQM'],86485,"apixabana 2,5 mg com rev",0.67,92963,exemestano 25 mg com rev aromasin,0.61,106036,mepolizumabe 100 mg caneta nucala,0.86,86997,milrinona 1 mg/ml sol inj amp 10 ml ,0.1483824376490617,87223,"tansulosina 0,4 mg com rev lib prol",0.8978883028030396,0.6372541480904202,0.8978883028030396,0.2993144274091061,spacy,87223,"tansulosina 0,4 mg com rev lib prol","CLORMADINONA + ETINILESTRADIOL (2,00+0,03 MG COM REV)",revisar,"CLORMADINONA + ETINILESTRADIOL (2,00+0,03 MG COM REV)

",0.6657420000000001,0.665741,0.665743,87223,0.52,C,"tansulosina 0,4 mg com rev lib prol",87223,18.564000000000004,0.33,6.0,28.0,False
SECNIDAZOL (1000MG COMPRIMIDO),SECNIDAZOL,3,"['LABORATORIO GLOBO', 'SANDOZ']",87305,voriconazol 200 mg com rev,0.68,87305,voriconazol 200 mg com rev,0.6,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86988,metronidazol 5 mg/ml sol inj bols 100 ml ,0.301375985405108,86328,cetoconazol 200 mg com,0.9797784090042114,0.6842308788818638,0.9797784090042114,0.2607363310187536,spacy,86328,cetoconazol 200 mg com,SECNIDAZOL (1000MG COMPRIMIDO),revisar,SECNIDAZOL (1000MG COMPRIMIDO),2.6283193333333332,0.88,5.949958,86328,0.83,C,cetoconazol 200 mg com,86328,15.935999999999998,0.32,5.0,216.7,False
