linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,run_pass,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global
CATETER INTRAVENOSO 18G TEFLON,PRODUTOS PARA SAUDE,3,"['DESCARPACK', 'SEVEN CARE', 'SOLIDOR']",no_match,,,0.93,"Global compra cateter intravenoso periférico 18G em teflon (sem menção a dispositivo de segurança) a ~R$0,46/un. Entre os candidatos Unimed, os únicos “cateter intravenoso” têm preço muito acima e/ou especificação diferente: 87888 (18G c/ segurança) R$3,21/un → razão ≈6,98×; 110605 (match anterior, 18G s/ segurança) R$2,52/un → razão ≈5,48×; 110606 (20G s/ segurança) R$2,32/un → razão ≈5,04× e calibre errado; 87698 é cateter epidural (não IV) R$43,72/un. Itens com preço ~R$0,46/un são medicamentos/insumos distintos (não cateter IV 18G). Assim, nenhum candidato atende simultaneamente especificação clínica e faixa de preço/un normalizada.",40,"[86406, 86643, 87142, 86921, 92898, 83668, 88009, 87656, 86730, 86970, 86847, 87038, 86763, 84923, 87730, 102397, 86926, 86983, 86883, 83659, 86783, 87050, 86408, 108813, 86848, 92918, 102358, 87494, 106331, 88148, 87503, 87698, 87888, 87890, 87891, 87889, 92795, 87886, 87887, 110606]",openai:gpt-5,False,,reanalyze_price,0.4863093333333333,0.459167,0.539761,,,
"OLANZAPINA 2,5MG (C1)",OLANZAPINA,1,['NOVA QUIMICA'],no_match,,,0.9,"Clínico: o Global é OLANZAPINA 2,5 mg comprimido (C1). Nenhum candidato listado é olanzapina; todos têm princípios ativos distintos (ex.: rosuvastatina, bisoprolol, risperidona, quetiapina etc.) ou são materiais, portanto não são o mesmo insumo. Preço: custo Global=R$0,19/un. Embora vários candidatos tenham VL/un ~R$0,18–0,23 (razão ~0,95–1,21×), isso não valida pois o princípio ativo é diferente. Match anterior rejeitado (cod 87051): VL Médio=R$0,98 vs Global R$0,19 → razão ~5,16× (>4×), indicando produto/unidade/embalagem incompatível — não deve ser usado.",40,"[87171, 86525, 86866, 86489, 86969, 87259, 87181, 86532, 115792, 87295, 87804, 87515, 111591, 83644, 87258, 87159, 87185, 83911, 111596, 87899, 86535, 87211, 87546, 86649, 86456, 92944, 86340, 86851, 83671, 86733, 86900, 86938, 87143, 87167, 87027, 86899, 87186, 86937, 86616, 86635]",openai:gpt-5,False,,reanalyze_price,0.189833,0.189833,0.189833,,,
OXALATO DE ESCITALOPRAM (20MG COMPRIMIDO) C1,OXALATO DE ESCITALOPRAM,1,['FQM'],no_match,,,0.95,"Clínico: Global é oxalato de escitalopram 20 mg comprimido (C1). Nenhum candidato Unimed listado é escitalopram 20 mg comprimido; todos são outros fármacos (ex.: sertralina 25 mg, levetiracetam 500 mg) ou dispositivos (ex.: cânula de Guedel), portanto não equivalentes. Preço: embora alguns preços/un estejam próximos de R$1,92 (p.ex., cânula de Guedel cod 111146 VL/un=R$1,92; razão=1,0), o item é um dispositivo e não um medicamento — incompatível clinicamente. Outro exemplo farmacêutico: sertralina 25 mg (cod 87180) VL/un=R$1,13; razão=0,59, mas é princípio ativo diferente — descartar. Match anterior rejeitado: cod 86763 tinha VL/un=R$0,45 vs Global R$1,92; razão≈0,23 (<0,25), indicando unidade/embalagem ou produto diferente; não repetir.",40,"[111146, 111151, 87288, 86474, 87457, 116670, 86600, 86860, 84902, 111147, 87215, 86694, 83814, 87504, 87951, 87610, 83913, 87953, 86666, 86806, 111149, 84847, 88196, 86335, 86995, 86568, 84154, 92912, 108004, 86536, 86724, 87301, 87285, 87180, 87100, 87287, 102359, 108057, 87230, 87789]",openai:gpt-5,False,,reanalyze_price,1.9225,1.9225,1.9225,,,
SONDA FOLEY 2 VIAS FR 18 C/ BALAO 5-10CC,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Global: sonda Foley 2 vias FR 18 com balão 5–10 mL, UN; custo R$1,80/un. Não há candidato com FR 18 e balão 5–10 mL. O mais próximo, 87586 (sonda Foley 2 vias nº 18 30cc), difere no volume do balão (30 mL ≠ 5–10 mL); VL/un R$2,18 (ratio 2,18/1,80=1,21, preço ok) porém clinicamente não equivalente. Demais Foley 2 vias (87583, 87584, 87585, 87587, 87588, 87589) têm FR ≠18 e/ou balão 30cc; VL/un R$1,52–2,25 (ratios 0,84–1,25), mas especificação divergente. 87609 é sonda nasogástrica nº 18 (dispositivo diferente) com VL/un R$1,76 (ratio 0,98). Match anterior rejeitado 87591 (Foley 3 vias nº 18): 3 vias ≠ 2 vias e VL/un R$9,62 (ratio 5,34>4).",40,"[86995, 87460, 88196, 84847, 86962, 86622, 87609, 87772, 88027, 87951, 87610, 86860, 84902, 111147, 87215, 86694, 84278, 101721, 84212, 84269, 87457, 86431, 86422, 87540, 86950, 87588, 87584, 87585, 87587, 87583, 87586, 87589, 102531, 87566, 87565, 87564, 87567, 87563, 87576, 87885]",openai:gpt-5,False,,reanalyze_price,1.80396,1.80396,1.80396,,,
ACICLOVIR 50MG/G (5%) BG CREME 10G,ACICLOVIR,1,['PHARLAB'],no_match,,,0.91,"Nenhum candidato Unimed é ACICLOVIR 50 mg/g creme dermatológico 10 g. Todos listados são dispositivos, outras formulações/insumos (ex.: mupirocina 20 mg/g pom 15 g – substância diferente) ou vias/formatos distintos. Preço Global=R$34,85/un. Match anterior (cod 86411) tinha VL/un=R$3,31, razão 3,31/34,85≈0,095× (<0,25×), indicando unidade/embalagem ou produto divergente — não pode ser mantido. Sem candidato que passe clínica + preço.",40,"[110203, 84280, 105568, 92730, 87370, 87508, 87675, 87310, 87798, 87942, 100443, 88044, 88011, 92729, 87102, 87451, 87514, 86588, 92985, 83922, 84925, 111115, 87434, 83907, 88087, 87015, 101241, 84963, 86665, 87958, 86418, 105079, 83795, 86472, 87128, 86843, 83797, 84211, 83798, 86748]",openai:gpt-5,False,,reanalyze_price,34.85,34.85,34.85,,,
FENILEFRINA (10MG/ML SOLUCAO INJETAVEL 1ML),FENILEFRINA,1,['CRISTALIA'],no_match,,,0.86,"Global: fenilefrina 10 mg/ml solução injetável ampola 1 ml (R$10,00/un). Match anterior (cod 106331) era etilefrina 10 mg/ml inj 1 ml — fármaco diferente e preço 1,44 vs 10,00 (ratio 0,14 <0,25), portanto errado. Entre os candidatos Unimed, o único com fenilefrina é o cod 86786, mas é cloridrato de fenilefrina 10% (≈100 mg/ml) solução oftálmica frasco 5 ml — forma/via e concentração diferentes de solução injetável 10 mg/ml em ampola. Apesar do preço 16,88 (ratio 1,69) estar compatível, falha clinicamente. Todos os demais são fármacos ou materiais distintos. Sem equivalente exato → no_match.",40,"[87017, 115699, 84134, 107287, 86546, 84189, 83923, 86748, 84789, 88173, 111221, 86735, 84101, 86510, 86509, 88175, 87591, 92930, 87674, 87309, 111299, 87620, 86539, 86734, 86692, 86777, 86778, 86912, 115780, 113736, 87005, 87016, 86965, 86786, 116736, 86814, 86963, 87096, 86712, 86641]",openai:gpt-5,False,,reanalyze_price,10.0,10.0,10.0,,,
BESILATO DE ANLODIPINO (10MG CPR SIMPLES),BESILATO DE ANLODIPINO,3,"['EMS', 'NEO QUIMICA']",no_match,,,0.9,"Necessário: besilato de anlodipino 10 mg, comprimido simples. Nenhum candidato listado é anlodipino 10 mg: o único anlodipino é 86483 (5 mg), dose diferente, e VL/un=0,06 vs Global 0,61 (ratio≈0,10<0,25) — descartar. Outros itens com VL/un≈0,60 (ex.: trazodona, valsartana, olmesartana etc.) não são a mesma substância — descartar clinicamente. Match anterior 86482 (anlodipino 10 mg) também foi rejeitado por preço: VL/un=0,06 vs 0,61 (≈0,10<0,25), indicando unidade/embalagem diferente; não repetir.",40,"[87907, 87616, 84277, 87271, 87800, 86590, 87098, 86919, 86617, 86485, 87057, 87289, 87021, 87599, 86569, 83904, 100842, 87555, 83790, 88084, 87002, 111152, 110611, 83642, 88010, 87209, 83802, 87028, 86683, 86725, 86724, 92912, 86601, 87131, 86568, 86762, 86483, 87087, 87086, 87327]",openai:gpt-5,False,,reanalyze_price,0.43511133333333335,0.056667,0.642667,,,
NIFEDIPINA (20MG COMPRIMIDO ),NIFEDIPINO,2,['NEO QUIMICA'],no_match,,,0.92,"Global: nifedipino 20 mg comprimido VO (custo 0,06/un). Entre os candidatos, apenas o cod 87026 é nifedipino, porém 10 mg e em cápsula — dose e forma diferentes → não equivalente, embora o preço 0,11/un (razão 0,11/0,06=1,83×) esteja na faixa. Os demais itens são outros fármacos ou materiais. Match anterior (cod 87027, nifedipino 20 mg com) tinha VL/un 0,29 → razão 0,29/0,06=4,83×, preço incompatível. Portanto, nenhum candidato atende simultaneamente especificação clínica e preço.",40,"[87680, 83895, 103138, 86483, 86482, 86636, 86706, 87689, 86729, 86941, 84227, 87445, 87682, 86562, 86455, 87444, 87500, 83885, 86635, 86707, 86577, 86578, 86454, 87139, 86470, 87031, 87026, 87186, 86852, 87143, 83667, 87184, 86565, 87159, 87185, 87258, 86866, 87259, 87181, 86851]",openai:gpt-5,False,,reanalyze_price,0.0568335,0.046667,0.067,,,
SCALP 27G LUER LOCK,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Global é SCALP 27G Luer Lock (butterfly 27G). Nenhum candidato Unimed corresponde a 27G LL. O único ""scalp"" listado é cod_item=87539 (scalp 19G) — calibre diferente (19G ≠ 27G), logo clinicamente não equivalente. Demais itens são seringas Luer Lock sem agulha, agulhas avulsas 25x7/25x8, máscaras e medicamentos — não são scalp. Preço Global=R$0,19/un. Embora o 87539 custe R$0,25/un (razão 0,25/0,19=1,32, dentro da faixa), falha na especificação clínica. Match anterior (cod_item=87543 scalp 27G) tinha VL Médio R$1,45/un ⇒ razão 1,45/0,19=7,63 (>4×), indicando unidade/embalagem diferente ou produto distinto; portanto, não repetir.",40,"[87171, 86525, 86866, 86489, 86969, 87259, 87181, 86532, 115792, 87295, 87804, 87515, 111591, 83644, 87258, 87159, 87185, 83911, 111596, 87899, 86535, 87211, 87546, 86649, 86456, 87539, 86938, 87545, 86922, 87547, 86749, 86925, 87835, 86935, 86920, 108813, 87445, 110611, 86919, 103138]",openai:gpt-5,False,,reanalyze_price,0.19,0.19,0.19,,,
CLORIDRATO DE CLOMIPRAMINA (25MG COMPRIMIDO),CLORIDRATO DE CLORPROMAZINA,1,['CRISTALIA'],no_match,,,0.9,"Alvo Global: clorpromazina 25 mg comprimido (marca: Longactil/Largactil), custo 0,18/un. Nenhum candidato Unimed é clorpromazina 25 mg comprimido: os comprimidos listados são de outros fármacos (p.ex., cod 87159 risperidona 1 mg VL/un 0,18; cod 87143 quetiapina 25 mg VL/un 0,13; cod 87258 topiramato 25 mg VL/un 0,18) ou materiais/soluções. Mesmo quando o preço está compatível (razão VL/un ÷ Global ~0,7–1,1), falha clínica impede o match. Match anterior rejeitado (cod 86633 clomipramina 25 mg com rev) é substância diferente e VL/un=2,21 → razão 2,21/0,18=12,3 (>4), confirmando produto errado. Portanto, nenhum candidato atende simultaneamente substância, dose, forma e preço.",40,"[87804, 87515, 111591, 83644, 87258, 87159, 87185, 87171, 86525, 86866, 86489, 86969, 87546, 86649, 86456, 84225, 87259, 87181, 86532, 115792, 87295, 83890, 87265, 86565, 86340, 87092, 86762, 86492, 87143, 87093, 86922, 86899, 86925, 86924, 86935, 87123, 86920, 86763, 86921, 87052]",openai:gpt-5,False,,reanalyze_price,0.18,0.18,0.18,,,
"ATADURA ALGODAO ORTOP 20CM X 1,0M",PRODUTOS PARA SAUDE,1,['POLARFIX'],no_match,,,0.78,"Global: atadura ortopédica de algodão 20 cm x 1,0 m (rolo/un). Entre os candidatos, só há ataduras de algodão 10 cm x 1 m (cod 87453) e 15 cm x 1 m (cod 87454) — largura diferente ⇒ não são equivalentes clinicamente. Preço: Global R$0,74/un. 87453: R$0,83/un (ratio 1,12) e 87454: R$1,16/un (ratio 1,57) — preços aceitáveis, porém falha clínica (10/15 cm ≠ 20 cm). Demais itens são de outra natureza (gessada/crepom, medicamentos, etc.). Match anterior rejeitado (cod 87455 cx c/12): R$1,20 por caixa ⇒ ~R$0,10/un (ratio 0,135 < 0,25), confirmando unidade/preço incompatíveis.",40,"[87602, 87621, 84178, 86437, 86905, 87045, 87230, 87598, 86651, 87600, 86907, 86494, 86695, 87207, 83882, 102358, 83665, 86407, 87677, 86330, 84220, 92744, 86721, 83639, 87062, 87453, 88209, 87454, 88076, 87067, 87068, 88077, 111262, 88027, 83903, 87460, 87461, 104760, 101607, 87536]",openai:gpt-5,False,,reanalyze_price,0.7405,0.7405,0.7405,,,
Vitaminas do complexo B,COMPLEXO B,1,['SANTISA'],match,86670.0,complexo b sol inj 2 ml amp,0.97,"Clínico: mesmo produto — Complexo B solução injetável 2 mL em ampola (igual ao SANTIPLEX B SOL INJ 2ML AMP). Preço/un: Global R$0,87 vs Unimed R$1,29 ⇒ razão 1,29/0,87 = 1,48 (dentro de ~0,3×–3×). Match anterior (cod 83647) estava errado: anfotericina B lipossomal (outro fármaco/forma) e preço ~R$2.309,20/un (razão >2.600×).",40,"[84844, 86960, 87612, 86334, 86801, 87605, 83912, 86800, 87594, 84102, 110308, 110444, 87552, 92914, 86548, 86940, 110641, 87613, 84906, 86769, 86592, 86328, 87453, 87748, 117583, 87006, 87239, 86766, 92744, 87180, 86919, 86670, 87223, 86836, 86926, 86921, 86943, 86920, 87222, 86937]",openai:gpt-5,False,,reanalyze_price,0.87,0.87,0.87,1.29,47.859,C
